"Indicator Name","Cancer Type","Year","Country Name","Region","Gender","Area","Numeric","Lower Confidence Limit","Upper Confidence Limit","Comment",
"Probability of premature mortality from NCDs","","2019","Israel","European Region","Total","","8.78254","6.81784","11.18466","",
"Probability of premature mortality from NCDs","","2019","Israel","European Region","Males","","10.88239","8.56357","13.69991","",
"Probability of premature mortality from NCDs","","2019","Israel","European Region","Females","","6.82997","5.20461","8.82978","",
"Probability of premature mortality from NCDs","","2019","Italy","European Region","Total","","8.96685","7.94224","10.11924","",
"Probability of premature mortality from NCDs","","2019","Italy","European Region","Males","","11.26756","10.03367","12.65861","",
"Probability of premature mortality from NCDs","","2019","Italy","European Region","Females","","6.78443","5.96424","7.70208","",
"Probability of premature mortality from NCDs","","2019","Jamaica","Region of the Americas","Total","","16.87925","11.66035","23.0369","",
"Probability of premature mortality from NCDs","","2019","Jamaica","Region of the Americas","Males","","16.34282","11.08773","22.40619","",
"Probability of premature mortality from NCDs","","2019","Jamaica","Region of the Americas","Females","","17.37285","12.19158","23.61337","",
"Probability of premature mortality from NCDs","","2019","Japan","Western Pacific Region","Total","","8.26117","7.4305","9.16974","",
"Probability of premature mortality from NCDs","","2019","Japan","Western Pacific Region","Males","","10.85234","9.7914","11.99498","",
"Probability of premature mortality from NCDs","","2019","Japan","Western Pacific Region","Females","","5.66297","5.07004","6.32807","",
"Probability of premature mortality from NCDs","","2019","Jordan","Eastern Mediterranean Region","Total","","15.30141","10.47095","21.16576","",
"Probability of premature mortality from NCDs","","2019","Jordan","Eastern Mediterranean Region","Males","","17.03242","11.63616","23.50718","",
"Probability of premature mortality from NCDs","","2019","Jordan","Eastern Mediterranean Region","Females","","13.57454","9.31566","18.81081","",
"Probability of premature mortality from NCDs","","2019","Kazakhstan","European Region","Total","","22.41804","16.86348","28.39697","",
"Probability of premature mortality from NCDs","","2019","Kazakhstan","European Region","Males","","31.1368","23.70256","38.68264","",
"Probability of premature mortality from NCDs","","2019","Kazakhstan","European Region","Females","","15.28502","11.46773","19.67597","",
"Probability of premature mortality from NCDs","","2019","Kenya","African Region","Total","","20.99061","14.57201","29.28194","",
"Probability of premature mortality from NCDs","","2019","Kenya","African Region","Males","","22.68581","16.30502","30.55101","",
"Probability of premature mortality from NCDs","","2019","Kenya","African Region","Females","","19.60495","13.1277","28.30711","",
"Probability of premature mortality from NCDs","","2019","Kiribati","Western Pacific Region","Total","","50.84999","35.26263","65.98624","",
"Probability of premature mortality from NCDs","","2019","Kiribati","Western Pacific Region","Males","","58.35062","41.65634","73.51211","",
"Probability of premature mortality from NCDs","","2019","Kiribati","Western Pacific Region","Females","","43.67183","29.47298","58.23376","",
"Probability of premature mortality from NCDs","","2019","Kuwait","Eastern Mediterranean Region","Total","","11.89492","8.67594","15.98072","",
"Probability of premature mortality from NCDs","","2019","Kuwait","Eastern Mediterranean Region","Males","","13.76287","10.20589","18.20963","",
"Probability of premature mortality from NCDs","","2019","Kuwait","Eastern Mediterranean Region","Females","","8.03239","5.53566","11.32975","",
"Probability of premature mortality from NCDs","","2019","Kyrgyzstan","European Region","Total","","20.33676","16.10738","24.97105","",
"Probability of premature mortality from NCDs","","2019","Kyrgyzstan","European Region","Males","","26.54138","21.22513","32.03498","",
"Probability of premature mortality from NCDs","","2019","Kyrgyzstan","European Region","Females","","15.01775","11.79945","18.81419","",
"Probability of premature mortality from NCDs","","2019","Lao People's Democratic Republic","Western Pacific Region","Total","","26.82164","17.00889","38.50536","",
"Probability of premature mortality from NCDs","","2019","Lao People's Democratic Republic","Western Pacific Region","Males","","30.8543","19.72034","43.5996","",
"Probability of premature mortality from NCDs","","2019","Lao People's Democratic Republic","Western Pacific Region","Females","","22.74073","14.33031","33.19491","",
"Probability of premature mortality from NCDs","","2019","Latvia","European Region","Total","","21.6358","15.27382","29.07068","",
"Probability of premature mortality from NCDs","","2019","Latvia","European Region","Males","","31.22429","22.70987","40.45797","",
"Probability of premature mortality from NCDs","","2019","Latvia","European Region","Females","","13.51348","9.18997","19.04064","",
"Probability of premature mortality from NCDs","","2019","Lebanon","Eastern Mediterranean Region","Total","","19.86696","13.24533","27.1644","",
"Probability of premature mortality from NCDs","","2019","Lebanon","Eastern Mediterranean Region","Males","","24.17781","16.73427","32.21965","",
"Probability of premature mortality from NCDs","","2019","Lebanon","Eastern Mediterranean Region","Females","","15.2084","9.51464","21.61147","",
"Probability of premature mortality from NCDs","","2019","Lesotho","African Region","Total","","42.73358","25.58415","60.69545","",
"Probability of premature mortality from NCDs","","2019","Lesotho","African Region","Males","","49.35137","32.01007","66.72839","",
"Probability of premature mortality from NCDs","","2019","Lesotho","African Region","Females","","37.47267","20.59226","55.72615","",
"Probability of premature mortality from NCDs","","2019","Liberia","African Region","Total","","17.75093","10.38004","27.49064","",
"Probability of premature mortality from NCDs","","2019","Liberia","African Region","Males","","15.39543","8.74114","24.55956","",
"Probability of premature mortality from NCDs","","2019","Liberia","African Region","Females","","19.80521","11.82182","30.02568","",
"Probability of premature mortality from NCDs","","2019","Libya","Eastern Mediterranean Region","Total","","18.59222","11.93345","27.28323","",
"Probability of premature mortality from NCDs","","2019","Libya","Eastern Mediterranean Region","Males","","19.69809","12.58537","29.31633","",
"Probability of premature mortality from NCDs","","2019","Libya","Eastern Mediterranean Region","Females","","17.55534","11.3228","25.34033","",
"Probability of premature mortality from NCDs","","2019","Lithuania","European Region","Total","","19.31542","14.28714","25.02288","",
"Probability of premature mortality from NCDs","","2019","Lithuania","European Region","Males","","28.42679","21.46752","35.91045","",
"Probability of premature mortality from NCDs","","2019","Lithuania","European Region","Females","","11.73376","8.48998","15.6531","",
"Probability of premature mortality from NCDs","","2019","Luxembourg","European Region","Total","","9.74565","7.34699","12.69676","",
"Probability of premature mortality from NCDs","","2019","Luxembourg","European Region","Males","","11.98067","9.14405","15.4856","",
"Probability of premature mortality from NCDs","","2019","Luxembourg","European Region","Females","","7.39965","5.47124","9.74806","",
"Probability of premature mortality from NCDs","","2019","Madagascar","African Region","Total","","25.98656","15.49704","38.98544","",
"Probability of premature mortality from NCDs","","2019","Madagascar","African Region","Males","","26.43436","15.57376","40.18017","",
"Probability of premature mortality from NCDs","","2019","Madagascar","African Region","Females","","25.61138","15.4513","37.92038","",
"Probability of premature mortality from NCDs","","2019","Malawi","African Region","Total","","22.55138","13.82686","33.47023","",
"Probability of premature mortality from NCDs","","2019","Malawi","African Region","Males","","25.53324","16.02846","37.27681","",
"Probability of premature mortality from NCDs","","2019","Malawi","African Region","Females","","20.02703","11.99136","30.19062","",
"Probability of premature mortality from NCDs","","2019","Malaysia","Western Pacific Region","Total","","18.44623","12.59912","25.61098","",
"Probability of premature mortality from NCDs","","2019","Malaysia","Western Pacific Region","Males","","21.7955","15.18148","29.8484","",
